Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,,243.368115942,250.8797101449,258.0405797101,264.8898550725,271.5188405797,277.9449275362,284.352173913,291.2362318841,299.2304347826,308.8434782609,320.0115942029,332.7362318841,347.6231884058,365.4188405797,386.5014492754,411.3666666667,439.4724637681,468.8565217391,496.8536231884,521.5971014493,542.2101449275,559.347826087,574.5608695652,590.1782608696,607.8623188406,628.247826087,650.7333333333,674.2811594203,697.3072463768,718.7594202899,738.615942029,736.2690140845,754.5225352113,773.4788732394,793.985915493,816.4746478873,841.4084507042,869.7704225352,902.6943661972,941.1816901408,984.1535211268,1031.7478873239,1072.3027777778,1123.9794520548,1188.5594594595,1285.0689189189,1376.4706666667,1468.4710526316,1567.8144736842,1646.727631579,1701.0052631579,1733.9828947368,1752.8565789474,
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,,11.4993006993,12.0962037962,12.7203796204,13.3563436563,13.9909090909,14.6217782218,15.2454545455,15.8470529471,16.4085914086,16.9186813187,17.3693306693,17.7666333666,18.1307692308,18.4912087912,18.8693306693,19.2712287712,19.6921078921,20.130969031,20.5832167832,21.044955045,21.5188811189,22.0053946054,22.4959040959,22.9784215784,23.444955045,23.8896103896,24.3153846154,24.7337662338,25.1611388611,25.6081918082,26.0841158841,26.5831168831,27.0834165834,27.5544455544,27.977022977,28.3394605395,28.6558441558,28.9636363636,29.3148851149,29.7461538462,30.2702297702,30.873026973,31.5308691309,32.2077922078,32.8759240759,33.5286713287,34.1707292707,34.7992007992,35.4137862138,36.0137862138,36.5965034965,37.1588411588,37.6997002997,
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,,65.8470980392,66.8493921569,67.807627451,68.7034901961,69.5267058824,70.2696078431,70.9443333333,71.5844509804,72.2357647059,72.9305686275,73.6859215686,74.4921176471,75.3223529412,76.1359803922,76.9053137255,77.6193529412,78.292745098,78.9539019608,79.6436666667,80.390254902,81.1403921569,81.8674117647,82.6499607843,83.5959411765,84.7444313725,86.2599411765,88.0304901961,89.4953921569,89.896745098,88.7551176471,85.7591176471,81.236627451,76.1283921569,71.7531176471,69.0391372549,68.3446078431,69.3332941176,71.3886470588,73.5687058824,75.1836078431,76.065745098,76.4231176471,76.3878235294,76.210254902,76.0750588235,75.9834705882,75.8561764706,75.7098235294,75.5577647059,75.410372549,75.2808235294,75.1748235294,75.0844509804,
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,,40.7770459475,41.1749556301,41.5955038454,42.0243738908,42.4472490633,42.8736738316,43.3131926642,43.7514888582,44.1742457109,44.5671465194,44.9397357523,45.3015578781,45.638296194,45.9356339972,46.1792545849,46.3961743246,46.652534017,46.9581936502,47.2490633011,47.5399329521,47.8702425557,48.1956221653,48.5259317689,48.8562413725,49.176690988,49.5119305857,49.8471701834,49.9901400118,50.1380398344,50.2317097219,50.2563596924,50.3648195622,50.4782094261,50.4190494971,50.2563596924,50.0887398935,49.8767501479,49.6401104319,49.472490633,49.3245908105,48.944981266,48.6367894296,48.3015333038,47.9759380701,47.6408815264,47.3336619024,47.1168063085,46.9590931493,46.874075535,46.7718087728,46.6857227342,46.6413680942,46.6512246809,
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,,4.1517316966,4.2695747479,4.3913195967,4.5186321789,4.6523893029,4.7936869794,4.9407715914,5.0881630864,5.2284085927,5.3563787812,5.470933801,5.5742218325,5.6683033757,5.7565103025,5.8422183253,5.9248136782,6.0057430951,6.0925909689,6.195002192,6.3196405085,6.4693555458,6.6417360807,6.8312143797,7.0294607628,7.2299868479,7.4330118369,7.6391933363,7.8433143358,8.0389302937,8.2223586146,8.3896536607,8.5442349847,8.6988163086,8.8710214818,9.0733011837,9.3106093819,9.5784305129,9.8677334502,10.1648399825,10.4597106532,10.749583516,11.0375274003,11.3259973696,11.6194651469,11.9210872424,12.2308198159,12.5469530907,12.8690925033,13.196668128,13.5289346778,13.8658483121,14.2069267865,14.5506356861,
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,,910,932,954,978,1002,1020,1040,1060,1080,1100,1092,1084,1076,1068,1060,1064,1068,1072,1076,1093.4,1101,1108.98,1118.6,1128.46,1137.96,1147.64,1156.98,1166.94,1176.82,1186.52,1180.42,1171.9,1178.2,1186.4,1194.92,1202.58,1209.94,1218.86,1225.7,1236.66,1250.08,1258.24,1266.5,1274.8,1283.08,1290.46,1297.76,1305.46,1312.72,1302.48,1291.28,1295.96,1300.48,
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,,3.1646542971,3.2358783347,3.3091313579,3.3846432198,3.462611465,3.5430222468,3.6259217207,3.7116357426,3.8005658636,3.8929640912,3.9890372011,4.0886125727,4.1910800332,4.2955866334,4.4015295855,4.5087085756,4.6173460722,4.7277836241,4.8405529401,4.9560611096,5.0744133666,5.1955570941,5.3195541401,5.4464386597,5.5762549617,5.7088895043,5.844381981,5.9830730176,6.1254112434,6.2716200498,6.4218000554,6.5755506323,6.731971753,6.8898486107,7.0482433306,7.2066398966,7.3650152312,7.523505954,7.6824591526,7.8420299086,8.0024609988,8.1633434875,8.323444106,8.4811317271,8.6353817041,8.7855580172,8.9323880735,9.0779082433,9.2249663067,9.3756124804,9.5305501708,9.68917659,9.8506415582,
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,,8.971857016,9.2468693992,9.5287967179,9.8128310844,10.0954720787,10.3757385016,10.6545662073,10.9327541774,11.211814351,11.4930308657,11.7762892222,12.0616156226,12.3506714413,12.6455687509,12.947815782,13.2575312211,13.5742291945,13.8979459545,14.2285406801,14.5654939975,14.908913945,15.2576314826,15.608216541,15.9562147798,16.2982485338,16.6332932925,16.9616237584,17.2828670015,17.5970561632,17.9045027961,18.2042343153,18.4966972317,18.7854152957,19.0751661255,19.3692395677,19.6685414458,19.9716033711,20.2763230815,20.5795023773,20.8784368292,21.1731563482,21.4633600299,21.7456217532,22.0156976313,22.2707926644,22.5091126734,22.7319685959,22.9435696219,23.1499977268,23.3556932523,23.5620764907,23.7679697875,23.9720709392,
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,,538.6023255814,540.7302325581,543.0697674419,545.2976744186,547.1953488372,548.688372093,549.9209302326,551.1558139535,552.7441860465,554.9209302326,557.823255814,561.3186046512,565.0488372093,568.4953488372,571.3093023256,573.3395348837,574.7348837209,575.7953488372,576.9651162791,578.5674418605,580.688372093,583.2093023256,585.9976744186,588.8209302326,591.5209302326,594.0697674419,596.511627907,598.8302325581,601.0302325581,603.1069767442,605.0581395349,606.8906976744,608.6372093023,610.3279069767,612.011627907,613.6837209302,615.3627906977,617.1395348837,619.1162790698,621.3720930233,623.9441860465,626.8,629.8697674419,633.0348837209,636.2046511628,639.3558139535,642.5046511628,645.6604651163,648.8511627907,652.0837209302,655.3581395349,658.6534883721,661.9627906977,
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,,16.2578747628,17.0009487666,17.7686907021,18.5814041746,19.4527514231,20.3870967742,21.3795066414,22.4223908918,23.5037950664,24.6146110057,25.7508538899,26.9121442125,28.0944971537,29.2954459203,30.510626186,31.7409867173,32.9825426945,34.2220113852,35.4417457306,36.6316888046,37.785199241,38.909487666,40.0237191651,41.1546489564,42.3227703985,43.5318785579,44.7783681214,46.0641366224,47.3895635674,48.7531309298,50.1578747628,51.60056926,53.0648956357,54.5294117647,55.9777988615,57.4024667932,58.805313093,60.1924098672,61.575142315,62.960341556,64.3480075901,65.7318785579,67.1060721063,68.4624288425,69.7941176471,71.1,72.3795066414,73.6275142315,74.8387096774,76.0092979127,77.1370018975,78.2235294118,79.2759013283,
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,,4.9086745286,5.0244633264,5.1457312245,5.2733771376,5.4084283971,5.5506709758,5.701110802,5.863364938,6.0420349721,6.2400744815,6.4584465895,6.6952678552,6.946964022,7.2084840443,7.475547375,7.747918584,8.0250197975,8.3019711919,8.572887015,8.8338719688,9.0765147786,9.3014575263,9.5243884168,9.7673950731,10.0431051088,10.3672709372,10.7268796952,11.0717633714,11.3331549772,11.4662585878,11.4484301094,11.3071506539,11.1092181581,12.8539698492,12.7915829146,12.8792462312,13.094120603,13.4104773869,13.7838944724,14.1796482412,14.5951758794,15.0365577889,15.4870100503,16.6301912532,17.0636986122,17.4611852979,17.8231497757,18.1588005352,18.4836687043,18.8089041635,19.136579479,19.4617099982,19.7798095338,
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,,0.9470612108,0.9707479752,0.9960369135,1.0229368482,1.051477776,1.0818149736,1.1141072468,1.1484040019,1.1847193549,1.2231150636,1.263479964,1.3059446297,1.3510578229,1.3995447568,1.4518483228,1.5082067298,1.56825296,1.6310641752,1.6953522842,1.7601573942,1.8250736682,1.8902369735,1.9558890477,2.022488663,2.0903375505,2.1592963139,2.2290491063,2.299493586,2.3705115311,2.4419247261,2.5135655427,2.5851322499,2.6561201983,2.7259276904,2.7940165511,2.8602491486,2.924406684,2.9858098213,3.0436433575,3.0973744111,3.1467347767,3.1919538405,3.2336421224,3.2727030508,3.3098741905,3.3454096307,3.3793640711,3.4120639458,3.4438180439,3.4749192737,3.5055511443,3.535916574,3.5663261165,
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,,2.4546999904,2.4987254808,2.5454508973,2.5948104273,2.6466820765,2.7013290956,2.7586086231,2.8175222319,2.876737616,2.9354232881,2.9932662365,3.0509245883,3.1097675688,3.1717181932,3.2382724967,3.3092876176,3.3846014318,3.4655799544,3.5538813445,3.6503402998,3.7562152878,3.8702976018,3.9879321969,4.1027577129,4.2103903817,4.308668015,4.3993515041,4.4867812771,4.5773604289,4.6756300363,4.7827988057,4.8970897942,5.0164435455,5.13761758,5.2581061992,5.3778596424,5.4973402035,5.6151722367,5.7297553694,5.8401810652,5.9456884651,6.0471411602,6.1472856271,6.2499518444,6.357984205,6.4722816142,6.5923416482,6.717881794,6.8481283508,6.9824408488,7.1209621497,7.2638110373,7.4102170214,
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,,2.0092351578,2.0469543664,2.0854433547,2.1251419969,2.1639608908,2.2046492498,2.2446777977,2.2811873523,2.3124184171,2.3449691043,2.3803278382,2.4186074464,2.4599310937,2.5044330517,2.5522597985,2.5862400767,2.6168113303,2.6432037794,2.6697061971,2.7044562551,2.7382165962,2.7714270947,2.7993591034,2.8264113637,2.8528038128,2.8816155698,2.9196646839,2.9576038295,3.0108286019,3.0561356396,3.0979986826,3.1362583865,3.1707679433,3.2013937413,3.2280164645,3.2629754627,3.2976485428,3.3263173406,3.3539524342,3.3836989237,3.4180311013,3.4488332888,3.4833634097,3.5184433734,3.5533033999,3.5817308168,3.6166373601,3.6559890515,3.6980847879,3.7395102661,3.7766253075,3.8216407086,3.8658646661,
